epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
376,9222.09,0.32147,0.29895,0.29921,0.85887,0,0.93013,0.74052,0.76445,0.65849,0.93013,0.74052,0.76445,0.58839,0.6643,0.80796,0.53261,1.07268,0,0.000698541,0.000698541,0.000698541
377,9246.59,0.30729,0.2311,0.2847,0.84553,0,0.91767,0.78333,0.76611,0.67144,0.91767,0.78333,0.76611,0.60542,0.6682,0.83942,0.51196,1.06177,0,0.000697441,0.000697441,0.000697441
378,9271.13,0.31457,0.20737,0.28076,0.84129,0,0.91518,0.78063,0.77595,0.6789,0.91518,0.78063,0.77595,0.59787,0.67111,0.91357,0.52342,1.05923,0,0.000696341,0.000696341,0.000696341
379,9295.65,0.3284,0.28265,0.30641,0.85943,0,0.93281,0.77425,0.77424,0.6825,0.93281,0.77425,0.77424,0.61452,0.68086,0.92882,0.56222,1.06477,0,0.000695242,0.000695242,0.000695242
380,9320.15,0.31826,0.24873,0.29824,0.83664,0,0.90914,0.77977,0.76897,0.67797,0.90914,0.77977,0.76897,0.59744,0.69606,0.86601,0.54745,1.0799,0,0.000694142,0.000694142,0.000694142
381,9344.66,0.30859,0.26681,0.28376,0.84721,0,0.88838,0.77636,0.7615,0.66348,0.88838,0.77636,0.7615,0.60401,0.71958,0.85556,0.5689,1.10173,0,0.000693042,0.000693042,0.000693042
382,9369.18,0.32084,0.2415,0.28211,0.8333,0,0.88262,0.79559,0.74923,0.65276,0.88262,0.79559,0.74923,0.56797,0.71639,0.82136,0.58816,1.10768,0,0.000691942,0.000691942,0.000691942
383,9393.75,0.29197,0.24069,0.26958,0.84247,0,0.90268,0.78333,0.78399,0.66587,0.90268,0.78333,0.78399,0.58272,0.67485,0.79897,0.55098,1.07305,0,0.000690842,0.000690842,0.000690842
384,9418.28,0.31053,0.26456,0.30306,0.84823,0,0.9122,0.77102,0.95886,0.74253,0.9122,0.77102,0.95886,0.65415,0.67935,0.85333,0.55645,1.056,0,0.000689742,0.000689742,0.000689742
385,9442.81,0.30651,0.24484,0.27339,0.82808,0,0.78036,0.98662,0.96174,0.74179,0.78036,0.98662,0.96174,0.68465,0.67505,0.90705,0.51847,1.05867,0,0.000688642,0.000688642,0.000688642
386,9467.32,0.30669,0.28461,0.31432,0.82119,0,0.79818,1,0.94648,0.72444,0.79818,1,0.94648,0.65561,0.68166,0.88431,0.51259,1.0749,0,0.000687542,0.000687542,0.000687542
387,9491.84,0.30901,0.24819,0.29854,0.84742,0,0.81781,0.99308,0.95293,0.72047,0.81781,0.99308,0.95293,0.64791,0.70439,0.82655,0.50679,1.09207,0,0.000686442,0.000686442,0.000686442
388,9516.39,0.30179,0.24567,0.28925,0.84069,0,0.7881,0.98468,0.95305,0.7405,0.7881,0.98468,0.95305,0.66627,0.69723,0.86254,0.52794,1.08441,0,0.000685343,0.000685343,0.000685343
389,9540.86,0.30092,0.24376,0.29076,0.85381,0,0.79584,1,0.9556,0.77916,0.79584,1,0.9556,0.70811,0.68934,0.93639,0.55377,1.07588,0,0.000684243,0.000684243,0.000684243
390,9565.38,0.28308,0.19965,0.26729,0.83792,0,0.85594,0.99167,0.95956,0.77234,0.85594,0.99167,0.95956,0.68131,0.68457,0.95806,0.54761,1.08103,0,0.000683143,0.000683143,0.000683143
391,9589.89,0.30757,0.2684,0.2888,0.82491,0,0.8886,0.97992,0.96581,0.79062,0.8886,0.97992,0.96581,0.71373,0.69445,0.91678,0.55154,1.07484,0,0.000682043,0.000682043,0.000682043
392,9614.43,0.2835,0.20754,0.2613,0.82585,0,0.8771,0.984,0.94768,0.75664,0.8771,0.984,0.94768,0.68775,0.70424,0.91673,0.5872,1.08912,0,0.000680943,0.000680943,0.000680943
393,9638.92,0.29406,0.27395,0.29059,0.83422,0,0.77901,1,0.96652,0.79556,0.77901,1,0.96652,0.69736,0.69361,0.99822,0.56388,1.09502,0,0.000679843,0.000679843,0.000679843
394,9663.51,0.31988,0.23633,0.31808,0.84364,0,0.77835,1,0.96006,0.80753,0.77835,1,0.96006,0.71287,0.67924,0.99167,0.54406,1.07277,0,0.000678743,0.000678743,0.000678743
395,9688.05,0.3044,0.25924,0.26447,0.83012,0,0.75448,0.98479,0.9423,0.77318,0.75448,0.98479,0.9423,0.68516,0.68034,0.93404,0.60532,1.08447,0,0.000677643,0.000677643,0.000677643
396,9712.51,0.31055,0.23443,0.27631,0.84516,0,0.70263,0.99949,0.92825,0.77287,0.70263,0.99949,0.92825,0.68966,0.68658,0.91905,0.55285,1.08681,0,0.000676543,0.000676543,0.000676543
397,9737,0.32149,0.25354,0.37711,0.83752,0,0.64037,0.87074,0.81645,0.69499,0.64037,0.87074,0.81645,0.6164,0.68302,0.91342,0.56865,1.07895,0,0.000675444,0.000675444,0.000675444
398,9761.47,0.32229,0.22646,0.30821,0.84649,0,0.87237,0.78333,0.76075,0.65403,0.87237,0.78333,0.76075,0.59407,0.67579,0.91837,0.62181,1.07518,0,0.000674344,0.000674344,0.000674344
399,9785.98,0.28278,0.2184,0.25721,0.83067,0,0.88548,0.77893,0.75817,0.66612,0.88548,0.77893,0.75817,0.58236,0.68114,0.96956,0.63667,1.07522,0,0.000673244,0.000673244,0.000673244
400,9810.57,0.30012,0.26797,0.2661,0.84102,0,0.88367,0.76408,0.76956,0.67889,0.88367,0.76408,0.76956,0.60932,0.6866,1.0007,0.5745,1.06815,0,0.000672144,0.000672144,0.000672144
401,9835.08,0.32689,0.33052,0.27314,0.84547,0,0.87959,0.77167,0.76449,0.67489,0.87959,0.77167,0.76449,0.61141,0.6658,0.90139,0.53639,1.08646,0,0.000671044,0.000671044,0.000671044
402,9859.54,0.31461,0.29008,0.29447,0.8306,0,0.87524,0.78375,0.77324,0.6793,0.87524,0.78375,0.77324,0.58446,0.68933,0.86324,0.50345,1.08456,0,0.000669944,0.000669944,0.000669944
403,9884.05,0.28643,0.22178,0.26406,0.82309,0,0.88498,0.78333,0.76209,0.67499,0.88498,0.78333,0.76209,0.57447,0.69794,0.85324,0.55365,1.06926,0,0.000668844,0.000668844,0.000668844
404,9908.54,0.3216,0.26798,0.29147,0.84538,0,0.87891,0.78612,0.81505,0.7081,0.87891,0.78612,0.81505,0.61791,0.69159,0.87444,0.56091,1.07067,0,0.000667744,0.000667744,0.000667744
405,9933.14,0.29496,0.24348,0.26205,0.83301,0,0.87037,0.78333,0.76284,0.65935,0.87037,0.78333,0.76284,0.57871,0.68754,0.92195,0.57449,1.08048,0,0.000666644,0.000666644,0.000666644
406,9957.63,0.30806,0.2246,0.26532,0.83717,0,0.86617,0.7795,0.76231,0.65484,0.86617,0.7795,0.76231,0.57713,0.70481,0.90238,0.61558,1.08454,0,0.000665545,0.000665545,0.000665545
407,9982.14,0.29398,0.2198,0.27874,0.84202,0,0.85933,0.78346,0.75598,0.64694,0.85933,0.78346,0.75598,0.5599,0.71581,0.97301,0.61566,1.08773,0,0.000664445,0.000664445,0.000664445
408,10006.6,0.28133,0.25015,0.24985,0.83254,0,0.85778,0.78989,0.74936,0.65451,0.85778,0.78989,0.74936,0.57507,0.69982,0.97198,0.63725,1.08777,0,0.000663345,0.000663345,0.000663345
409,10031.1,0.29501,0.23194,0.26786,0.84705,0,0.87077,0.79013,0.75828,0.665,0.87077,0.79013,0.75828,0.5768,0.69751,0.97406,0.61644,1.08065,0,0.000662245,0.000662245,0.000662245
410,10055.6,0.29813,0.26854,0.27769,0.83517,0,0.86483,0.79167,0.76494,0.67514,0.86483,0.79167,0.76494,0.59047,0.70119,0.91594,0.61482,1.08597,0,0.000661145,0.000661145,0.000661145
411,10080.2,0.31327,0.23308,0.31946,0.83934,0,0.87363,0.79167,0.74827,0.66395,0.87363,0.79167,0.74827,0.59188,0.69545,0.88882,0.5952,1.08325,0,0.000660045,0.000660045,0.000660045
412,10104.7,0.29285,0.21776,0.2735,0.83253,0,0.89304,0.78333,0.81011,0.69783,0.89304,0.78333,0.81011,0.62748,0.67721,0.94744,0.55939,1.06923,0,0.000658945,0.000658945,0.000658945
413,10129.1,0.28732,0.23634,0.31046,0.81532,0,0.89064,0.78333,0.75912,0.67167,0.89064,0.78333,0.75912,0.59549,0.67075,0.99151,0.57691,1.06428,0,0.000657845,0.000657845,0.000657845
414,10153.7,0.28843,0.21435,0.27167,0.84525,0,0.8813,0.77553,0.75627,0.66726,0.8813,0.77553,0.75627,0.59363,0.68818,0.9491,0.62984,1.07081,0,0.000656745,0.000656745,0.000656745
415,10178.2,0.28025,0.21929,0.26115,0.83371,0,0.87969,0.77794,0.74803,0.65955,0.87969,0.77794,0.74803,0.59124,0.68023,0.92417,0.60743,1.05961,0,0.000655646,0.000655646,0.000655646
416,10202.8,0.28051,0.21602,0.27671,0.83202,0,0.87512,0.78888,0.77137,0.6656,0.87512,0.78888,0.77137,0.59017,0.71424,1.00822,0.58305,1.08305,0,0.000654546,0.000654546,0.000654546
417,10227.3,0.29792,0.21187,0.27245,0.84124,0,0.87342,0.79393,0.75983,0.66742,0.87342,0.79393,0.75983,0.59238,0.70046,1.04099,0.62878,1.07388,0,0.000653446,0.000653446,0.000653446
418,10251.8,0.27794,0.24433,0.26362,0.83835,0,0.77632,0.97984,0.95476,0.8572,0.77632,0.97984,0.95476,0.78352,0.66368,1.01056,0.57923,1.04145,0,0.000652346,0.000652346,0.000652346
419,10276.6,0.27876,0.24565,0.26279,0.82625,0,0.86643,0.77956,0.90877,0.78808,0.86643,0.77956,0.90877,0.7275,0.66882,1.03181,0.5551,1.04063,0,0.000651246,0.000651246,0.000651246
420,10301.1,0.28827,0.23156,0.26737,0.83757,0,0.91011,0.7745,0.76995,0.67743,0.91011,0.7745,0.76995,0.59518,0.65977,0.97936,0.56774,1.04311,0,0.000650146,0.000650146,0.000650146
421,10325.6,0.2695,0.22064,0.24613,0.82007,0,0.90505,0.76774,0.77056,0.67382,0.90505,0.76774,0.77056,0.60783,0.65284,0.88752,0.62643,1.05334,0,0.000649046,0.000649046,0.000649046
422,10350.2,0.27901,0.238,0.2447,0.82072,0,0.87093,0.75622,0.74026,0.64964,0.87093,0.75622,0.74026,0.58121,0.6721,0.88772,0.60277,1.05834,0,0.000647946,0.000647946,0.000647946
423,10374.7,0.28576,0.25427,0.23568,0.8324,0,0.8939,0.74751,0.74498,0.64284,0.8939,0.74751,0.74498,0.57912,0.68748,0.99685,0.61183,1.07193,0,0.000646846,0.000646846,0.000646846
424,10399.2,0.28971,0.22652,0.25451,0.82867,0,0.88418,0.74391,0.74039,0.63755,0.88418,0.74391,0.74039,0.57606,0.65808,0.95767,0.62214,1.06181,0,0.000645747,0.000645747,0.000645747
425,10423.6,0.29537,0.25051,0.2678,0.84691,0,0.87536,0.78333,0.89473,0.71959,0.87536,0.78333,0.89473,0.65675,0.67546,0.8724,0.61509,1.06818,0,0.000644647,0.000644647,0.000644647
426,10448.2,0.28925,0.23124,0.25446,0.82678,0,0.87219,0.78333,0.91065,0.72981,0.87219,0.78333,0.91065,0.65602,0.69757,0.93356,0.6005,1.08974,0,0.000643547,0.000643547,0.000643547
427,10472.7,0.30269,0.25965,0.26179,0.82672,0,0.92027,0.73942,0.93095,0.73279,0.92027,0.73942,0.93095,0.67096,0.72663,1.07553,0.60115,1.11535,0,0.000642447,0.000642447,0.000642447
428,10497.2,0.29837,0.25113,0.24891,0.8358,0,0.81274,0.98049,0.952,0.72295,0.81274,0.98049,0.952,0.64362,0.72382,1.08549,0.56101,1.1186,0,0.000641347,0.000641347,0.000641347
429,10521.7,0.28498,0.2118,0.24637,0.83369,0,0.82966,0.98376,0.95742,0.72911,0.82966,0.98376,0.95742,0.65503,0.69274,1.03975,0.56142,1.10039,0,0.000640247,0.000640247,0.000640247
430,10546.2,0.28617,0.2027,0.25221,0.82858,0,0.77435,0.98664,0.96304,0.72529,0.77435,0.98664,0.96304,0.65972,0.69781,1.04563,0.59466,1.09806,0,0.000639147,0.000639147,0.000639147
431,10570.7,0.26801,0.22081,0.24117,0.83634,0,0.9103,0.76333,0.94887,0.70225,0.9103,0.76333,0.94887,0.63579,0.67737,1.04644,0.58342,1.08966,0,0.000638047,0.000638047,0.000638047
432,10595.2,0.28005,0.21049,0.24212,0.83131,0,0.89125,0.77485,0.89336,0.7677,0.89125,0.77485,0.89336,0.69304,0.6625,1.0291,0.566,1.07822,0,0.000636947,0.000636947,0.000636947
433,10619.7,0.29276,0.25109,0.27639,0.83918,0,0.85194,0.79167,0.95992,0.7024,0.85194,0.79167,0.95992,0.64548,0.66889,1.02587,0.59627,1.06848,0,0.000635848,0.000635848,0.000635848
434,10644.3,0.28735,0.25069,0.25515,0.81331,0,0.84879,0.79351,0.94716,0.67333,0.84879,0.79351,0.94716,0.63921,0.69204,1.0141,0.62962,1.08941,0,0.000634748,0.000634748,0.000634748
435,10668.8,0.295,0.22436,0.27138,0.83765,0,0.89557,0.73956,0.75345,0.65594,0.89557,0.73956,0.75345,0.57584,0.71334,1.0328,0.66825,1.09534,0,0.000633648,0.000633648,0.000633648
436,10693.3,0.28172,0.23381,0.25111,0.82599,0,0.91689,0.73473,0.75972,0.67026,0.91689,0.73473,0.75972,0.58664,0.67905,0.96785,0.61008,1.07001,0,0.000632548,0.000632548,0.000632548
437,10717.8,0.28515,0.23178,0.2523,0.83436,0,0.89489,0.77213,0.76664,0.66463,0.89489,0.77213,0.76664,0.60304,0.67814,0.95009,0.58234,1.0858,0,0.000631448,0.000631448,0.000631448
438,10742.3,0.28737,0.22987,0.27782,0.8425,0,0.89273,0.78744,0.75366,0.65942,0.89273,0.78744,0.75366,0.58742,0.68367,0.91892,0.59054,1.09121,0,0.000630348,0.000630348,0.000630348
439,10766.8,0.27579,0.22731,0.25995,0.82747,0,0.77247,0.97114,0.96167,0.81742,0.77247,0.97114,0.96167,0.74636,0.664,0.87991,0.56402,1.0689,0,0.000629248,0.000629248,0.000629248
440,10791.4,0.27088,0.2459,0.25871,0.83151,0,0.74817,0.94085,0.9646,0.80746,0.74817,0.94085,0.9646,0.74588,0.64851,0.95114,0.56117,1.05563,0,0.000628148,0.000628148,0.000628148
441,10815.9,0.29269,0.23304,0.26441,0.84245,0,0.86574,0.78333,0.78361,0.6849,0.86574,0.78333,0.78361,0.61319,0.68397,1.0408,0.56416,1.0752,0,0.000627048,0.000627048,0.000627048
442,10840.4,0.2787,0.23414,0.24976,0.83137,0,0.89882,0.77544,0.81152,0.68483,0.89882,0.77544,0.81152,0.62042,0.66864,0.96855,0.56848,1.06688,0,0.000625949,0.000625949,0.000625949
443,10864.9,0.28101,0.21417,0.25566,0.83274,0,0.86798,0.77712,0.75724,0.66135,0.86798,0.77712,0.75724,0.59123,0.6648,0.99399,0.58847,1.06839,0,0.000624849,0.000624849,0.000624849
444,10889.4,0.29593,0.21969,0.26869,0.83723,0,0.91877,0.77797,0.76244,0.65829,0.91877,0.77797,0.76244,0.5822,0.69973,1.0492,0.60072,1.08675,0,0.000623749,0.000623749,0.000623749
445,10913.9,0.28596,0.24489,0.25396,0.82168,0,0.71787,0.99167,0.93757,0.77179,0.71787,0.99167,0.93757,0.70104,0.68159,1.01959,0.60157,1.08177,0,0.000622649,0.000622649,0.000622649
446,10938.4,0.2927,0.25135,0.27778,0.835,0,0.6426,0.89167,0.85827,0.72654,0.6426,0.89167,0.85827,0.65007,0.68593,0.95258,0.5422,1.08069,0,0.000621549,0.000621549,0.000621549
447,10962.9,0.30037,0.21624,0.26534,0.8405,0,0.83208,0.88333,0.9237,0.7813,0.83208,0.88333,0.9237,0.69059,0.6618,0.92543,0.50482,1.07553,0,0.000620449,0.000620449,0.000620449
448,10987.4,0.27082,0.31308,0.24881,0.81366,0,0.79457,0.97341,0.97225,0.7526,0.79457,0.97341,0.97225,0.66675,0.67548,0.96622,0.53753,1.08878,0,0.000619349,0.000619349,0.000619349
449,11011.9,0.26507,0.20236,0.24097,0.8306,0,0.77126,0.95865,0.97066,0.7358,0.77126,0.95865,0.97066,0.66993,0.69741,0.99867,0.55284,1.09438,0,0.000618249,0.000618249,0.000618249
450,11036.4,0.27095,0.25958,0.25035,0.8267,0,0.88686,0.78844,0.77405,0.67336,0.88686,0.78844,0.77405,0.60255,0.70752,1.01081,0.6051,1.09523,0,0.000617149,0.000617149,0.000617149
451,11060.9,0.2862,0.2397,0.25287,0.83739,0,0.71322,0.75622,0.77531,0.67357,0.71322,0.75622,0.77531,0.59986,0.71566,0.9619,0.60355,1.09694,0,0.000616049,0.000616049,0.000616049
452,11085.4,0.26457,0.22549,0.22945,0.81636,0,0.89275,0.77577,0.76329,0.6689,0.89275,0.77577,0.76329,0.58377,0.71654,0.96037,0.58765,1.09579,0,0.00061495,0.00061495,0.00061495
453,11109.9,0.27218,0.22158,0.25035,0.82458,0,0.88752,0.76434,0.89477,0.70066,0.88752,0.76434,0.89477,0.61527,0.70268,0.96416,0.59125,1.09511,0,0.00061385,0.00061385,0.00061385
454,11134.4,0.25891,0.21643,0.24125,0.83353,0,0.77631,0.9908,0.96546,0.79449,0.77631,0.9908,0.96546,0.72546,0.67819,0.95195,0.55671,1.08908,0,0.00061275,0.00061275,0.00061275
455,11158.9,0.25439,0.2065,0.23412,0.82888,0,0.71242,0.9,0.93396,0.76707,0.71242,0.9,0.93396,0.69627,0.67768,0.93442,0.53973,1.09002,0,0.00061165,0.00061165,0.00061165
456,11183.4,0.25863,0.23353,0.22409,0.81712,0,0.90353,0.75956,0.86539,0.6759,0.90353,0.75956,0.86539,0.59992,0.68752,1.01546,0.54127,1.10561,0,0.00061055,0.00061055,0.00061055
457,11208,0.27152,0.25373,0.24007,0.82361,0,0.92061,0.76779,0.78607,0.66142,0.92061,0.76779,0.78607,0.60053,0.68887,1.02305,0.54995,1.09873,0,0.00060945,0.00060945,0.00060945
458,11232.5,0.26916,0.21673,0.26363,0.81898,0,0.92026,0.77956,0.82454,0.67771,0.92026,0.77956,0.82454,0.63021,0.70552,0.98869,0.5655,1.1155,0,0.00060835,0.00060835,0.00060835
459,11257,0.28629,0.24171,0.27585,0.84477,0,0.82487,1,0.9725,0.81605,0.82487,1,0.9725,0.7469,0.72112,0.98011,0.53488,1.12243,0,0.00060725,0.00060725,0.00060725
460,11281.5,0.26292,0.20551,0.24495,0.82113,0,0.81693,0.99167,0.97131,0.79792,0.81693,0.99167,0.97131,0.7468,0.6987,0.98622,0.56917,1.0868,0,0.00060615,0.00060615,0.00060615
461,11306,0.26369,0.21577,0.24453,0.81873,0,0.68883,1,0.95461,0.78738,0.68883,1,0.95461,0.72232,0.68703,1.00214,0.59201,1.06911,0,0.000605051,0.000605051,0.000605051
462,11330.6,0.25151,0.19927,0.25121,0.82459,0,0.73206,0.948,0.94618,0.71456,0.73206,0.948,0.94618,0.65805,0.68371,1.0356,0.60148,1.0766,0,0.000603951,0.000603951,0.000603951
463,11355.1,0.2738,0.25072,0.25665,0.82741,0,0.90146,0.77123,0.94789,0.70214,0.90146,0.77123,0.94789,0.63715,0.68918,1.05081,0.58319,1.0941,0,0.000602851,0.000602851,0.000602851
464,11379.7,0.29803,0.2336,0.27492,0.84294,0,0.89335,0.76155,0.77964,0.65505,0.89335,0.76155,0.77964,0.58849,0.70619,0.97042,0.59304,1.11659,0,0.000601751,0.000601751,0.000601751
465,11404.1,0.28323,0.2127,0.27077,0.82869,0,0.87325,0.77171,0.94357,0.69767,0.87325,0.77171,0.94357,0.62419,0.69739,0.8828,0.60199,1.11308,0,0.000600651,0.000600651,0.000600651
466,11428.6,0.28245,0.21485,0.27211,0.83004,0,0.68497,0.99742,0.93213,0.73915,0.68497,0.99742,0.93213,0.63568,0.69232,0.87745,0.55104,1.10194,0,0.000599551,0.000599551,0.000599551
467,11453.2,0.27974,0.22523,0.25656,0.82691,0,0.78668,0.95981,0.95991,0.78717,0.78668,0.95981,0.95991,0.72932,0.67893,0.88811,0.50758,1.07082,0,0.000598451,0.000598451,0.000598451
468,11477.7,0.28861,0.21537,0.26212,0.83408,0,0.69289,0.99167,0.93181,0.77394,0.69289,0.99167,0.93181,0.67983,0.67108,0.95161,0.53827,1.07112,0,0.000597351,0.000597351,0.000597351
469,11502.2,0.27423,0.24461,0.25946,0.83178,0,0.6681,0.99914,0.90026,0.75827,0.6681,0.99914,0.90026,0.67506,0.67667,1.021,0.58384,1.0627,0,0.000596251,0.000596251,0.000596251
470,11526.7,0.26936,0.2026,0.24611,0.81895,0,0.65866,0.91884,0.90344,0.72937,0.65866,0.91884,0.90344,0.625,0.67788,1.07613,0.60769,1.06023,0,0.000595152,0.000595152,0.000595152
471,11551.2,0.28134,0.225,0.26496,0.83365,0,0.90353,0.77963,0.85444,0.69658,0.90353,0.77963,0.85444,0.60631,0.68649,1.01253,0.58342,1.06732,0,0.000594052,0.000594052,0.000594052
472,11575.7,0.26417,0.23748,0.25465,0.82899,0,0.9113,0.76333,0.87481,0.75121,0.9113,0.76333,0.87481,0.65893,0.65877,0.97576,0.5485,1.04613,0,0.000592952,0.000592952,0.000592952
473,11600.2,0.2691,0.19941,0.24871,0.83531,0,0.88863,0.79167,0.86738,0.71664,0.88863,0.79167,0.86738,0.64242,0.67812,1.03747,0.54948,1.06865,0,0.000591852,0.000591852,0.000591852
474,11624.7,0.29051,0.22731,0.30186,0.82978,0,0.87921,0.76614,0.77101,0.65641,0.87921,0.76614,0.77101,0.56672,0.71315,1.09801,0.56232,1.10644,0,0.000590752,0.000590752,0.000590752
475,11649.2,0.26927,0.19388,0.24782,0.82919,0,0.90022,0.76811,0.76151,0.66318,0.90022,0.76811,0.76151,0.59071,0.66785,1.03545,0.59631,1.07015,0,0.000589652,0.000589652,0.000589652
476,11673.7,0.26121,0.21903,0.26299,0.82998,0,0.89326,0.76441,0.85724,0.73264,0.89326,0.76441,0.85724,0.66905,0.66446,1.0034,0.57721,1.06756,0,0.000588552,0.000588552,0.000588552
477,11698.3,0.25575,0.19304,0.2395,0.829,0,0.76433,0.8,0.95223,0.74853,0.76433,0.8,0.95223,0.68954,0.67214,0.96769,0.57008,1.06989,0,0.000587452,0.000587452,0.000587452
478,11722.8,0.27297,0.21067,0.24042,0.8296,0,0.81331,0.99046,0.94707,0.76522,0.81331,0.99046,0.94707,0.70012,0.67099,0.97487,0.58691,1.06863,0,0.000586352,0.000586352,0.000586352
479,11747.2,0.25621,0.25475,0.25393,0.8089,0,0.78361,0.99497,0.94585,0.7652,0.78361,0.99497,0.94585,0.70986,0.67485,1.07714,0.59818,1.07383,0,0.000585253,0.000585253,0.000585253
480,11771.7,0.26657,0.21018,0.25382,0.83305,0,0.76521,0.95331,0.94976,0.77829,0.76521,0.95331,0.94976,0.71457,0.692,1.09545,0.63393,1.0752,0,0.000584153,0.000584153,0.000584153
481,11796.2,0.29489,0.26463,0.27512,0.84378,0,0.82307,0.97594,0.96068,0.80687,0.82307,0.97594,0.96068,0.74285,0.68533,1.02721,0.63886,1.06947,0,0.000583053,0.000583053,0.000583053
482,11820.8,0.25958,0.23084,0.22917,0.83241,0,0.73754,0.89567,0.92608,0.76322,0.73754,0.89567,0.92608,0.6823,0.68939,0.9935,0.60087,1.06828,0,0.000581953,0.000581953,0.000581953
483,11845.3,0.26717,0.21647,0.23882,0.83052,0,0.7632,0.96161,0.96433,0.79123,0.7632,0.96161,0.96433,0.73867,0.68791,0.95945,0.59981,1.07374,0,0.000580853,0.000580853,0.000580853
484,11869.8,0.2803,0.2404,0.26003,0.83603,0,0.90813,0.77975,0.9178,0.7742,0.90813,0.77975,0.9178,0.70083,0.65381,0.94186,0.56187,1.05147,0,0.000579753,0.000579753,0.000579753
485,11894.3,0.26268,0.23182,0.23168,0.82992,0,0.91124,0.77603,0.87169,0.73525,0.91124,0.77603,0.87169,0.65781,0.63934,0.95283,0.56,1.04393,0,0.000578653,0.000578653,0.000578653
486,11918.8,0.27381,0.21005,0.23972,0.84569,0,0.89851,0.79167,0.84778,0.72882,0.89851,0.79167,0.84778,0.63665,0.65401,0.92099,0.59914,1.061,0,0.000577553,0.000577553,0.000577553
487,11943.3,0.29245,0.25301,0.24922,0.83345,0,0.90184,0.79062,0.89757,0.76559,0.90184,0.79062,0.89757,0.65215,0.66141,0.94772,0.62948,1.06287,0,0.000576453,0.000576453,0.000576453
488,11967.8,0.28432,0.22659,0.24672,0.84057,0,0.90044,0.79167,0.94985,0.79385,0.90044,0.79167,0.94985,0.71696,0.64093,0.94532,0.59522,1.04637,0,0.000575354,0.000575354,0.000575354
489,11992.3,0.29321,0.21271,0.28164,0.83882,0,0.78532,0.98702,0.95557,0.7836,0.78532,0.98702,0.95557,0.7206,0.64899,1.01795,0.57374,1.04469,0,0.000574254,0.000574254,0.000574254
490,12016.8,0.28786,0.22936,0.24692,0.83556,0,0.82352,1,0.95058,0.78764,0.82352,1,0.95058,0.71897,0.63762,1.05687,0.5797,1.04245,0,0.000573154,0.000573154,0.000573154
491,12041.3,0.27317,0.27852,0.24387,0.8262,0,0.85619,0.79883,0.81754,0.68486,0.85619,0.79883,0.81754,0.60611,0.63334,1.00704,0.59005,1.04687,0,0.000572054,0.000572054,0.000572054
492,12065.8,0.26595,0.17979,0.24558,0.8324,0,0.88877,0.77956,0.80929,0.67467,0.88877,0.77956,0.80929,0.61351,0.63564,0.89842,0.5796,1.0353,0,0.000570954,0.000570954,0.000570954
493,12090.3,0.26141,0.20163,0.24091,0.82899,0,0.89468,0.77956,0.74766,0.65999,0.89468,0.77956,0.74766,0.5759,0.63378,0.94869,0.56434,1.03868,0,0.000569854,0.000569854,0.000569854
494,12114.8,0.2595,0.17876,0.23354,0.83412,0,0.87028,0.79167,0.75571,0.66545,0.87028,0.79167,0.75571,0.60544,0.6434,1.08668,0.56971,1.05743,0,0.000568754,0.000568754,0.000568754
495,12139.4,0.24631,0.21169,0.23479,0.81175,0,0.87981,0.78747,0.78037,0.67124,0.87981,0.78747,0.78037,0.61047,0.64863,1.18048,0.59959,1.06718,0,0.000567654,0.000567654,0.000567654
496,12163.9,0.26094,0.21163,0.24958,0.83488,0,0.90631,0.75579,0.90362,0.72645,0.90631,0.75579,0.90362,0.6467,0.65813,1.08595,0.56936,1.06104,0,0.000566554,0.000566554,0.000566554
497,12188.3,0.26962,0.21848,0.28943,0.8459,0,0.89141,0.77147,0.87951,0.7247,0.89141,0.77147,0.87951,0.65519,0.65661,1.0159,0.57954,1.04375,0,0.000565455,0.000565455,0.000565455
498,12212.8,0.26538,0.18086,0.24786,0.82056,0,0.92718,0.74017,0.89852,0.72015,0.92718,0.74017,0.89852,0.64217,0.68308,0.98279,0.58907,1.06644,0,0.000564355,0.000564355,0.000564355
499,12237.4,0.26486,0.23308,0.23754,0.83027,0,0.89614,0.78333,0.83273,0.70001,0.89614,0.78333,0.83273,0.59825,0.69493,1.02145,0.65839,1.10953,0,0.000563255,0.000563255,0.000563255
500,12261.9,0.29873,0.2203,0.27028,0.83535,0,0.88063,0.76321,0.80625,0.6935,0.88063,0.76321,0.80625,0.58419,0.65669,1.00652,0.64393,1.06431,0,0.000562155,0.000562155,0.000562155
501,12286.4,0.26659,0.23945,0.25164,0.81807,0,0.68571,1,0.95511,0.81743,0.68571,1,0.95511,0.7686,0.65267,1.0073,0.6174,1.057,0,0.000561055,0.000561055,0.000561055
502,12310.9,0.25096,0.21484,0.23406,0.81254,0,0.75219,0.9,0.93081,0.74358,0.75219,0.9,0.93081,0.68194,0.6499,1.00048,0.62912,1.05417,0,0.000559955,0.000559955,0.000559955
